RHipAngle
File	Frame	X 	Y 	Z 
C:\Motion Data\1244\Processed\1244jb31.c3d	
 - 	141	16.062397	-0.593939	-1.062506
 - 	142	16.727930	0.306483	-0.794008
 - 	143	17.369102	1.407384	-0.353832
 - 	144	17.975908	2.758277	-0.207154
 - 	145	18.011669	4.284076	0.689083
 - 	146	17.862509	6.959293	2.087153
 - 	147	17.152718	9.157602	3.560403
 - 	148	15.584463	11.721427	5.297979
 - 	149	13.046369	14.375677	9.619294
 - 	150	9.035266	15.850528	11.824206
 - 	151	5.971285	15.876338	13.707898
 - 	152	2.596445	15.762326	13.043108
 - 	153	-0.632553	14.417413	10.166498
 - 	154	-3.910924	13.459447	8.211363
 - 	155	-7.502758	11.974513	6.582214
 - 	156	-10.321149	10.954340	5.640323
 - 	157	-13.510405	9.256401	5.482135
 - 	158	-16.352482	8.580949	5.222702
 - 	159	-18.110495	7.612512	6.594296
 - 	160	-20.052795	6.864009	6.154201
 - 	161	-21.769970	6.313362	5.621655
 - 	162	-23.018772	5.877855	3.817870
 - 	163	-25.445786	7.194094	0.856178
 - 	164	-25.028637	5.793645	0.453750
 - 	165	-25.472239	5.756676	-0.865348
 - 	166	-26.015646	4.503022	-0.584826
 - 	167	-25.957949	3.370836	1.258884
 - 	168	-25.320368	2.865699	1.399879
 - 	169	-24.315990	2.405449	2.761079
 - 	170	-23.662270	2.207912	3.634308
 - 	171	-23.508026	2.751901	4.435913
 - 	172	-21.618021	2.331804	5.111694
 - 	173	-19.560343	1.274047	7.969771
 - 	174	-18.435400	1.077927	7.247596
 - 	175	-19.279264	1.538292	6.477083
 - 	176	-19.289162	1.438229	4.449865
 - 	177	-18.283215	0.606420	3.957200
 - 	178	-17.025967	0.343623	2.971833
 - 	179	-15.637817	-0.616842	3.126499
 - 	180	-13.940987	-1.293291	-0.528515
 - 	181	-10.738995	-2.820656	-3.898727
 - 	182	-8.973285	-3.875898	-6.199938
 - 	183	-8.439510	-5.383054	-6.825052
 - 	184	-8.055858	-6.189991	-5.641712
 - 	185	-6.769609	-7.055614	-3.285286
 - 	186	-5.328878	-7.260089	-2.123854
 - 	187	-3.066979	-7.735966	-1.435953
 - 	188	-0.966349	-7.668323	-1.249151
 - 	189	0.556035	-8.118605	-0.953504
 - 	190	1.645268	-7.314719	-0.984679
 - 	191	3.099270	-6.750027	-0.262159
 - 	192	5.027266	-5.869261	1.509581
 - 	193	5.643369	-4.911180	1.923129
 - 	194	6.229122	-5.277406	2.495562
 - 	195	5.810957	-2.500264	0.910564
 - 	196	7.978065	-4.116923	2.087108
