RElbowAngle
File	Frame	X 	Y 	Z 
C:\Motion Data\1244\Processed\1244jb31.c3d	
 - 	137	48.920292	-20.677179	-61.806137
 - 	138	50.348515	-20.970228	-61.163197
 - 	139	51.608021	-21.438362	-60.697968
 - 	140	52.285038	-21.585480	-60.482597
 - 	141	52.561501	-21.617212	-60.308849
 - 	142	53.252716	-21.976967	-60.133984
 - 	143	53.173813	-21.815384	-60.083462
 - 	144	53.210480	-21.890818	-60.143661
 - 	145	52.560211	-21.753233	-60.486504
 - 	146	51.591511	-21.551273	-60.740982
 - 	147	50.410198	-21.139322	-61.139519
 - 	148	49.027267	-20.775568	-61.607658
 - 	149	47.468426	-20.156982	-62.106297
 - 	150	46.267311	-19.904140	-62.659431
 - 	151	44.840794	-19.496117	-63.203667
 - 	152	43.259445	-19.003153	-63.677177
 - 	153	41.149799	-18.193981	-64.238869
 - 	154	39.400227	-17.611389	-64.794266
 - 	155	37.298897	-16.827299	-65.324600
 - 	156	35.494896	-16.133169	-65.916794
 - 	157	34.047756	-15.632988	-66.423279
 - 	158	32.904644	-15.195990	-66.600548
 - 	159	32.315174	-14.990026	-66.738617
 - 	160	31.335743	-14.581658	-66.950661
 - 	161	31.178295	-14.523290	-67.090202
 - 	162	30.651550	-14.360557	-67.302887
 - 	163	30.817680	-14.399192	-67.146873
 - 	164	30.632891	-14.296824	-67.237732
 - 	165	30.840530	-14.446332	-67.329567
 - 	166	30.841995	-14.381281	-67.130760
 - 	167	30.649740	-14.328839	-67.136444
 - 	168	30.562685	-14.285594	-67.201965
 - 	169	30.446720	-14.289347	-67.447891
 - 	170	30.608274	-14.281767	-67.160164
 - 	171	29.909763	-14.038712	-67.439247
 - 	172	29.355648	-13.810934	-67.596725
 - 	173	28.534641	-13.480379	-67.676544
 - 	174	28.328985	-13.428079	-67.806961
 - 	175	27.681093	-13.095177	-67.845222
 - 	176	27.216812	-12.935277	-68.096703
 - 	177	27.192881	-12.900082	-67.987289
 - 	178	27.048750	-12.860019	-68.059547
 - 	179	27.272339	-12.892167	-68.011314
 - 	180	26.911457	-12.805308	-68.073639
 - 	181	26.613342	-12.601780	-68.127182
 - 	182	26.836660	-12.660612	-68.063889
 - 	183	27.554512	-13.063821	-67.945763
 - 	184	28.842236	-13.606240	-67.713707
 - 	185	29.143568	-13.750906	-67.623955
 - 	186	30.392075	-14.202371	-67.219879
 - 	187	30.551266	-14.282062	-67.362724
 - 	188	29.791155	-13.945930	-67.487144
 - 	189	32.119717	-14.922145	-66.966682
 - 	190	32.691978	-15.073160	-66.828003
 - 	191	33.386974	-15.346851	-66.542496
 - 	192	33.673313	-15.534307	-66.512566
 - 	193	34.787506	-15.874075	-66.182243
 - 	194	35.317715	-16.181980	-66.193398
 - 	195	36.230644	-16.512735	-65.821503
 - 	196	37.704067	-17.012148	-65.363342
