Pelvis
File	Frame	X 	Y 	Z 
C:\Motion Data\1244\Processed\1244jb31.c3d	
 - 	141	0.437239	4.468466	-99.769897
 - 	142	0.808770	4.195982	-99.643463
 - 	143	1.097012	3.869056	-99.937378
 - 	144	1.401610	3.176015	-100.451813
 - 	145	2.173444	3.126768	-100.324768
 - 	146	3.445393	2.785009	-100.094421
 - 	147	4.344784	2.458875	-99.498566
 - 	148	5.303952	2.090936	-99.034119
 - 	149	6.453649	1.706715	-98.042877
 - 	150	7.992101	2.172517	-98.156677
 - 	151	8.102034	1.614503	-98.101624
 - 	152	8.760963	1.241890	-98.333862
 - 	153	8.472372	1.112711	-98.733032
 - 	154	8.517171	0.549529	-99.278778
 - 	155	7.945918	1.080988	-99.304382
 - 	156	7.578280	0.998006	-98.739014
 - 	157	6.647205	1.728560	-97.884247
 - 	158	6.274871	2.484193	-96.762970
 - 	159	5.768910	2.563600	-94.832397
 - 	160	5.057354	2.702360	-93.294098
 - 	161	4.583934	2.885894	-91.924469
 - 	162	3.782771	2.836730	-90.704163
 - 	163	2.777690	3.506330	-89.091515
 - 	164	2.500164	3.232137	-88.692390
 - 	165	2.067561	3.189227	-88.028801
 - 	166	1.170356	3.752960	-87.242455
 - 	167	0.960120	4.465285	-85.614967
 - 	168	0.741060	4.273229	-85.758545
 - 	169	0.843778	4.497563	-84.850258
 - 	170	0.780106	4.845544	-83.930267
 - 	171	0.483937	5.511952	-82.395500
 - 	172	0.446463	5.210809	-82.228973
 - 	173	0.867825	5.442051	-81.442780
 - 	174	0.847362	5.242568	-81.126839
 - 	175	0.693347	6.204875	-79.856903
 - 	176	0.178425	6.234458	-80.426315
 - 	177	-0.514443	5.944614	-80.415382
 - 	178	-0.896399	5.884566	-80.311760
 - 	179	-1.775942	6.192696	-79.497734
 - 	180	-2.670239	5.834330	-81.300758
 - 	181	-3.841935	3.790783	-83.227318
 - 	182	-4.739264	2.420545	-84.516777
 - 	183	-5.800542	1.894484	-85.035446
 - 	184	-6.226164	2.203690	-85.190788
 - 	185	-6.714148	2.522420	-84.878456
 - 	186	-6.771561	2.833457	-84.569885
 - 	187	-6.893449	2.451010	-84.210197
 - 	188	-6.394836	1.892035	-84.123741
 - 	189	-6.046659	1.830616	-84.239418
 - 	190	-5.260160	2.226193	-84.649139
 - 	191	-4.307688	2.386342	-85.752449
 - 	192	-3.324590	1.903574	-87.127174
 - 	193	-2.381876	2.178694	-89.257172
 - 	194	-2.199602	2.443113	-90.980194
 - 	195	0.826076	3.595519	-94.424988
 - 	196	-1.055224	2.194915	-93.920258
