RAnkleAngle
File	Frame	X 	Y 	Z 
C:\Motion Data\1244\Processed\1244jb31.c3d	
 - 	132	-90.062561	-8.859818	-8.910564
 - 	133	-91.110107	-9.056931	-9.468588
 - 	134	-91.339691	-9.572920	-8.772841
 - 	135	-92.116577	-9.819597	-9.243802
 - 	136	-92.852570	-11.583864	-9.869850
 - 	137	-92.948547	-10.401472	-9.448539
 - 	138	-93.067657	-10.386743	-12.749361
 - 	139	-93.193024	-11.076729	-11.990294
 - 	140	-92.817993	-11.234801	-13.450526
 - 	141	-91.638519	-11.110008	-12.216149
 - 	142	-90.430695	-10.968179	-11.716548
 - 	143	-88.660309	-11.866466	-14.353272
 - 	144	-86.686485	-13.056929	-15.005482
 - 	145	-83.336967	-12.971225	-16.748196
 - 	146	-79.236542	-13.968773	-17.124086
 - 	147	-73.551079	-15.319997	-17.503889
 - 	148	-66.545868	-18.140148	-18.383343
 - 	149	-62.107117	-18.826838	-20.989017
 - 	150	-57.625870	-18.101013	-20.204247
 - 	151	-56.323380	-18.427540	-17.171576
 - 	152	-58.130615	-15.717275	-14.549864
 - 	153	-61.527882	-13.533430	-13.771310
 - 	154	-63.521389	-12.408489	-16.481779
 - 	155	-66.188866	-11.514498	-16.841179
 - 	156	-68.956932	-11.410919	-16.206652
 - 	157	-71.781830	-10.940237	-16.984583
 - 	158	-74.809547	-9.781482	-16.494793
 - 	159	-77.475883	-10.169168	-15.438031
 - 	160	-80.270027	-10.033069	-14.380896
 - 	161	-82.750534	-10.460666	-13.834983
 - 	162	-84.929466	-10.797433	-12.731716
 - 	163	-87.168282	-10.378585	-10.499639
 - 	164	-88.083778	-11.302658	-12.160537
 - 	165	-89.618965	-13.774806	-11.413469
 - 	166	-90.304535	-12.317592	-10.370909
 - 	167	-90.524506	-12.075068	-9.428289
 - 	168	-90.829926	-11.944521	-7.592201
 - 	169	-90.860260	-13.124051	-8.772402
 - 	170	-92.316956	-5.240053	-10.414042
 - 	171	-93.796112	-6.322880	-9.974304
