  0.0000000e+000	  6.7370694e+001	 -1.0598634e+000	  4.8770691e+001	 -1.0500276e-001	 -4.4992092e-002	 -3.0905870e+000	 -3.6388072e-001	 -3.8030594e-002	 -2.3931602e-001	 -2.8177745e-001	  1.1467896e+000	  3.0286630e-001	  3.0335827e-001	  8.4940330e-002	 -5.7376493e-002	 -6.7191987e-002	  9.3938986e-001	  1.9963865e-001	 -1.0094298e-001	  1.4764754e-002	  4.5199864e-002	 -7.9098994e-002	 -4.9092780e-001	  1.0255701e+000	 -4.4682803e-001	 -3.5836863e-001	  6.8764805e-001	
  5.5555556e-003	  6.6729889e+001	 -1.1310995e+000	  4.8785627e+001	 -1.0418714e-001	 -4.6528674e-002	 -3.0946004e+000	 -3.6666978e-001	 -4.2213032e-002	 -2.3796165e-001	 -2.8771335e-001	  1.1468763e+000	  3.0517465e-001	  3.0438056e-001	  8.6471825e-002	 -5.6914670e-002	 -7.4854700e-002	  9.3383876e-001	  1.9216522e-001	 -9.9948197e-002	  1.2681937e-002	  4.7632582e-002	 -8.1150162e-002	 -4.9018493e-001	  1.0258186e+000	 -4.4664118e-001	 -3.5763954e-001	  6.8691820e-001	
  1.1111111e-002	  6.6078349e+001	 -1.1999915e+000	  4.8788726e+001	 -1.0314650e-001	 -4.8488579e-002	 -3.0992639e+000	 -3.6938047e-001	 -4.6975374e-002	 -2.3646955e-001	 -2.9386551e-001	  1.1466682e+000	  3.0757160e-001	  3.0501188e-001	  8.8148214e-002	 -5.6987173e-002	 -8.2565657e-002	  9.2706521e-001	  1.8424650e-001	 -9.8895927e-002	  1.0279428e-002	  5.0578558e-002	 -8.3540313e-002	 -4.8942754e-001	  1.0257613e+000	 -4.4643499e-001	 -3.5684877e-001	  6.8580973e-001	
  1.6666667e-002	  6.5418651e+001	 -1.2622105e+000	  4.8789197e+001	 -1.0247354e-001	 -5.0723115e-002	 -3.1044675e+000	 -3.7203464e-001	 -5.2394314e-002	 -2.3483843e-001	 -3.0024706e-001	  1.1461633e+000	  3.1010681e-001	  3.0511821e-001	  9.0004669e-002	 -5.7773616e-002	 -9.0027711e-002	  9.1905870e-001	  1.7599521e-001	 -9.7788814e-002	  7.5147964e-003	  5.4094138e-002	 -8.6283769e-002	 -4.8865997e-001	  1.0253712e+000	 -4.4621803e-001	 -3.5598121e-001	  6.8430396e-001	
  2.2222222e-002	  6.4747245e+001	 -1.3218199e+000	  4.8775412e+001	 -1.0164264e-001	 -5.3488033e-002	 -3.1104079e+000	 -3.7465123e-001	 -5.8529218e-002	 -2.3307533e-001	 -3.0687458e-001	  1.1453481e+000	  3.1282286e-001	  3.0458642e-001	  9.2070652e-002	 -5.9421647e-002	 -9.6993204e-002	  9.0984461e-001	  1.6753145e-001	 -9.6627645e-002	  4.3534945e-003	  5.8212700e-002	 -8.9390520e-002	 -4.8788093e-001	  1.0246202e+000	 -4.4600140e-001	 -3.5502803e-001	  6.8239446e-001	
  2.7777778e-002	  6.4066348e+001	 -1.3719897e+000	  4.8758466e+001	 -1.0127644e-001	 -5.6569286e-002	 -3.1169609e+000	 -3.7724598e-001	 -6.5417807e-002	 -2.3119927e-001	 -3.1376884e-001	  1.1441959e+000	  3.1575300e-001	  3.0332917e-001	  9.4369534e-002	 -6.2036375e-002	 -1.0327447e-001	  8.9948535e-001	  1.5897606e-001	 -9.5412711e-002	  7.7070671e-004	  6.2938779e-002	 -9.2864884e-002	 -4.8708327e-001	  1.0234808e+000	 -4.4579809e-001	 -3.5398844e-001	  6.8008868e-001	
  3.3333333e-002	  6.3373570e+001	 -1.4210701e+000	  4.8727036e+001	 -1.0079250e-001	 -6.0225582e-002	 -3.1242222e+000	 -3.7983074e-001	 -7.3072900e-002	 -2.2924400e-001	 -3.2095594e-001	  1.1426661e+000	  3.1891922e-001	  3.0128881e-001	  9.6918428e-002	 -6.5672079e-002	 -1.0875109e-001	  8.8807981e-001	  1.5044451e-001	 -9.4145315e-002	 -3.2471581e-003	  6.8243630e-002	 -9.6704168e-002	 -4.8625410e-001	  1.0219265e+000	 -4.4562213e-001	 -3.5287097e-001	  6.7740919e-001	
  3.8888889e-002	  6.2670974e+001	 -1.4585894e+000	  4.8692617e+001	 -1.0084881e-001	 -6.4197481e-002	 -3.1320309e+000	 -3.8241226e-001	 -8.1480488e-002	 -2.2725935e-001	 -3.2846873e-001	  1.1407043e+000	  3.2233076e-001	  2.9843992e-001	  9.9728110e-002	 -7.0327145e-002	 -1.1337338e-001	  8.7576130e-001	  1.4204168e-001	 -9.2829194e-002	 -7.7014272e-003	  7.4062780e-002	 -1.0089747e-001	 -4.8537531e-001	  1.0199334e+000	 -4.4548759e-001	 -3.5169420e-001	  6.7439429e-001	
  4.4444444e-002	  6.1957084e+001	 -1.4950759e+000	  4.8645652e+001	 -1.0086956e-001	 -6.8702122e-002	 -3.1404096e+000	 -3.8499022e-001	 -9.0599386e-002	 -2.2531071e-001	 -3.3634860e-001	  1.1382436e+000	  3.2598290e-001	  2.9479059e-001	  1.0280294e-001	 -7.5942873e-002	 -1.1716197e-001	  8.6269400e-001	  1.3385851e-001	 -9.1471653e-002	 -1.2580640e-002	  8.0295983e-002	 -1.0542475e-001	 -4.8442441e-001	  1.0174807e+000	 -4.4540739e-001	 -3.5048660e-001	  6.7109790e-001	
  5.0000000e-002	  6.1234496e+001	 -1.5200386e+000	  4.8597078e+001	 -1.0144083e-001	 -7.3484794e-002	 -3.1491089e+000	 -3.8755457e-001	 -1.0036252e-001	 -2.2347634e-001	 -3.4464734e-001	  1.1352069e+000	  3.2985586e-001	  2.9038246e-001	  1.0614072e-001	 -8.2406488e-002	 -1.2020332e-001	  8.4906803e-001	  1.2597062e-001	 -9.0084198e-002	 -1.7860561e-002	  8.6809806e-002	 -1.1025636e-001	 -4.8337575e-001	  1.0145512e+000	 -4.4539199e-001	 -3.4928561e-001	  6.6758846e-001	
